,Order,Family,Genus,Species,Binomial Name,AdultBodyMass (g),AdultForearmLen (mm),AdultHeadBodyLen (mm),AgeatEyeOpening (days),AgeatFirstBirth (days),BasalMetRate (mLO2hr),BasalMetRateMass (g),DispersalAge (days),GestationLen (days),InterbirthInterval (d),LitterSize (number),LittersPerYear (number),MaxLongevity (months),NeonateBodyMass (g),NeonateHeadBodyLen (mm),SexualMaturityAge (days),TeatNumber (number),WeaningAge (days),WeaningBodyMass (g),WeaningHeadBodyLen (mm),References,YoungPerYear_Litters (number),YoungPerYear_Interval (number),YoungPerYear_Estimated (number)
1064,Soricomorpha,Soricidae,Cryptotis,tamensis,Cryptotis tamensis,,,,,,,,,,,,,,,,,,,,,,,,
1065,Soricomorpha,Soricidae,Cryptotis,thomasi,Cryptotis thomasi,11.77,,,,,,,,,,,,,,,,,,,,890;2655,,,
1066,Soricomorpha,Soricidae,Cryptotis,tropicalis,Cryptotis tropicalis,,,,,,,,,,,,,,,,,,,,,,,,
1067,Rodentia,Ctenodactylidae,Ctenodactylus,gundi,Ctenodactylus gundi,288.41,,208.0,,,,,,65.96,69.7,2.0,,,29.89,,169.03,,,,,1091;1297;2655,,0.3819178082191781,0.3819178082191781
1068,Rodentia,Ctenodactylidae,Ctenodactylus,vali,Ctenodactylus vali,173.6,,176.0,,,,,,59.13,64.0,2.0,,60.0,17.9,,340.64,,,,,543;1091;1297;1810;2655,,0.3506849315068493,0.3506849315068493
1069,Rodentia,Ctenomyidae,Ctenomys,argentinus,Ctenomys argentinus,221.3,,,,,,,,,,,,,,,,,,,,2151;2655,,,
1070,Rodentia,Ctenomyidae,Ctenomys,australis,Ctenomys australis,403.32,,,,,,,,,,,,,,,,,,,,890;2151;2655;2917,,,
1071,Rodentia,Ctenomyidae,Ctenomys,azarae,Ctenomys azarae,400.0,,,,,,,,,,,,,,,,,,,,2151;2655,,,
1072,Rodentia,Ctenomyidae,Ctenomys,bergi,Ctenomys bergi,,,,,,,,,,,,,,,,,,,,,,,,
1073,Rodentia,Ctenomyidae,Ctenomys,boliviensis,Ctenomys boliviensis,462.6,,221.1,,,,,,,,,,,,,,,,,,890;1779;2151;2655,,,
1074,Rodentia,Ctenomyidae,Ctenomys,bonettoi,Ctenomys bonettoi,202.3,,,,,,,,,,,,,,,,,,,,2151;2655,,,
1075,Rodentia,Ctenomyidae,Ctenomys,brasiliensis,Ctenomys brasiliensis,,,,,,,,,,,,,,,,,,,,,,,,
1076,Rodentia,Ctenomyidae,Ctenomys,budini,Ctenomys budini,,,,,,,,,,,,,,,,,,,,,,,,
1077,Rodentia,Ctenomyidae,Ctenomys,colburni,Ctenomys colburni,400.0,,,,,,,,,,,,,,,,,,,,2151;2655,,,
1078,Rodentia,Ctenomyidae,Ctenomys,coludo,Ctenomys coludo,,,,,,,,,,,,,,,,,,,,,2151,,,
1079,Rodentia,Ctenomyidae,Ctenomys,conoveri,Ctenomys conoveri,859.99,,258.5,,,,,,,,,,,,,,,,,,890;1779;2151;2655,,,
1080,Rodentia,Ctenomyidae,Ctenomys,coyhaiquensis,Ctenomys coyhaiquensis,,,,,,,,,,,,,,,,,,,,,,,,
1081,Rodentia,Ctenomyidae,Ctenomys,dorbignyi,Ctenomys dorbignyi,,,,,,,,,,,,,,,,,,,,,2151,,,
1082,Rodentia,Ctenomyidae,Ctenomys,dorsalis,Ctenomys dorsalis,165.6,,200.0,,,,,,,,,,,,,,,,,,1779;2151;2655,,,
1083,Rodentia,Ctenomyidae,Ctenomys,emilianus,Ctenomys emilianus,285.29,,,,,,,,,,,,,,,,,,,,2151;2655,,,
1084,Rodentia,Ctenomyidae,Ctenomys,famosus,Ctenomys famosus,,,,,,,,,,,,,,,,,,,,,2151,,,
1085,Rodentia,Ctenomyidae,Ctenomys,flamarioni,Ctenomys flamarioni,,,,,,,,,,,,,,,,,,,,,2151,,,
1086,Rodentia,Ctenomyidae,Ctenomys,fochi,Ctenomys fochi,,,,,,,,,,,,,,,,,,,,,,,,
1087,Rodentia,Ctenomyidae,Ctenomys,fodax,Ctenomys fodax,,,,,,,,,,,,,,,,,,,,,,,,
1088,Rodentia,Ctenomyidae,Ctenomys,frater,Ctenomys frater,172.9,,188.3,,,,,,,,,,,,,,,,,,890;1779;2151;2655,,,
1089,Rodentia,Ctenomyidae,Ctenomys,fulvus,Ctenomys fulvus,279.88,,,,,189.0,300.0,,,,,,,,,,,,,,890;1822;2151;2655,,,
1090,Rodentia,Ctenomyidae,Ctenomys,goodfellowi,Ctenomys goodfellowi,,,,,,,,,,,,,,,,,,,,,,,,
1091,Rodentia,Ctenomyidae,Ctenomys,haigi,Ctenomys haigi,164.0,,173.49,,,,,,,,,,,,,,,,,,890;1717;1779;2655,,,
1092,Rodentia,Ctenomyidae,Ctenomys,johannis,Ctenomys johannis,,,,,,,,,,,,,,,,,,,,,2151,,,
1093,Rodentia,Ctenomyidae,Ctenomys,juris,Ctenomys juris,,,,,,,,,,,,,,,,,,,,,,,,
1094,Rodentia,Ctenomyidae,Ctenomys,knighti,Ctenomys knighti,316.0,,,,,,,,,,,,,,,,,,,,2151;2655,,,
1095,Rodentia,Ctenomyidae,Ctenomys,lami,Ctenomys lami,,,,,,,,,,,,,,,,,,,,,,,,
1096,Rodentia,Ctenomyidae,Ctenomys,latro,Ctenomys latro,192.0,,,,,,,,,,,,,,,,,,,,890;2151;2655,,,
1097,Rodentia,Ctenomyidae,Ctenomys,leucodon,Ctenomys leucodon,243.6,,,,,,,,,,,,,,,,,,,,890;2151;2655,,,
1098,Rodentia,Ctenomyidae,Ctenomys,lewisi,Ctenomys lewisi,117.2,,177.5,,,,,,,,,,,,,,,,,,890;1779;2151;2655,,,
1099,Rodentia,Ctenomyidae,Ctenomys,magellanicus,Ctenomys magellanicus,271.44,,216.0,,,,,,,,,,,,,,,,,,890;1473;1779;2151;2655,,,
1100,Rodentia,Ctenomyidae,Ctenomys,maulinus,Ctenomys maulinus,215.0,,,,,187.05,215.0,,,,,,,,,,,,,,230;890;1822;2151;2655,,,
