,Order,Family,Genus,Species,Binomial Name,AdultBodyMass (g),AdultForearmLen (mm),AdultHeadBodyLen (mm),AgeatEyeOpening (days),AgeatFirstBirth (days),BasalMetRate (mLO2hr),BasalMetRateMass (g),DispersalAge (days),GestationLen (days),InterbirthInterval (d),LitterSize (number),LittersPerYear (number),MaxLongevity (months),NeonateBodyMass (g),NeonateHeadBodyLen (mm),SexualMaturityAge (days),TeatNumber (number),WeaningAge (days),WeaningBodyMass (g),WeaningHeadBodyLen (mm),References,YoungPerYear_Litters (number),YoungPerYear_Interval (number),YoungPerYear_Estimated (number)
4999,Rodentia,Cricetidae,Andalgalomys,roigi,Andalgalomys roigi,,,,,,,,,,,,,,,,,,,,,,,,
5000,Rodentia,Cricetidae,Andinomys,edax,Andinomys edax,69.75,,,,,,,,,,2.91,,,,,,,,,,890;1297;2655,,,
5001,Rodentia,Muridae,Anisomys,imitator,Anisomys imitator,510.5,,263.83,,,,,,,,,,,,,,6.0,,,248.99,456;661;977;2152;2655;2803,,,
5002,Rodentia,Anomaluridae,Anomalurus,beecrofti,Anomalurus beecrofti,479.07,,,,,,,,,,0.98,,,,,,,,,,904;1297;2655,,,
5003,Rodentia,Anomaluridae,Anomalurus,derbianus,Anomalurus derbianus,665.84,,356.94,,,,,,,,1.0,2.0,,,,,,,,,904;1297;1535;2399;2655,0.5,,0.5
5004,Rodentia,Anomaluridae,Anomalurus,pelii,Anomalurus pelii,1769.99,,,,,,,,,,2.5,2.0,,,,,,,,,1297;2655,1.25,,1.25
5005,Rodentia,Anomaluridae,Anomalurus,pusillus,Anomalurus pusillus,250.0,,196.56,,,,,,,,,,,,,,,,,,904;1535;2655,,,
5006,Rodentia,Muridae,Anonymomys,mindorensis,Anonymomys mindorensis,,,122.85,,,,,,,,,,,,,,,,,,2152,,,
5007,Rodentia,Cricetidae,Anotomys,leander,Anotomys leander,66.39,,,,,,,,,,0.97,,,,,,,,,,1297;2151;2655,,,
5008,Chiroptera,Phyllostomidae,Anoura,caudifer,Anoura caudifer,10.81,36.25,58.32,,,35.07,11.5,,107.97,,0.99,,,2.14,20.89,,,,,,196;536;889;1297;1658;1707;1822;1948;2151;2622;2655;2719;2797,,,
5009,Chiroptera,Phyllostomidae,Anoura,cultrata,Anoura cultrata,17.39,42.8,,,,,,,,,1.22,,,3.65,37.05,,,,,,889;1297;1658;1774;2151;2655;2798;3023,,,
5010,Chiroptera,Phyllostomidae,Anoura,geoffroyi,Anoura geoffroyi,15.15,42.66,,,,,,,125.14,,0.99,1.0,120.0,4.99,,,,62.5,8.24,,108;196;217;543;889;1297;1311;1325;1388;1658;2143;2151;2622;2655;2719;2763;3023;3037;3038,0.99,,0.99
5011,Chiroptera,Phyllostomidae,Anoura,latidens,Anoura latidens,15.06,43.0,,,,,,,,,,,,,,,,,,,889;1658;2151;2622;2655,,,
5012,Chiroptera,Phyllostomidae,Anoura,luismanueli,Anoura luismanueli,,,,,,,,,,,,,,,,,,,,,,,,
5013,Soricomorpha,Soricidae,Anourosorex,assamensis,Anourosorex assamensis,,,,,,,,,,,,,,,,,,,,,,,,
5014,Soricomorpha,Soricidae,Anourosorex,schmidi,Anourosorex schmidi,,,,,,,,,,,,,,,,,,,,,,,,
5015,Soricomorpha,Soricidae,Anourosorex,squamipes,Anourosorex squamipes,20.0,,94.76,,,,,,,,2.82,,,,,,,,,,626;1297;1429;1456;1488;2655;3121,,,
5016,Soricomorpha,Soricidae,Anourosorex,yamashinai,Anourosorex yamashinai,,,,,,,,,,,,,,,,,,,,,,,,
5017,Dasyuromorphia,Dasyuridae,Antechinomys,laniger,Antechinomys laniger,25.57,,,,,24.4,24.9,,11.74,183.0,5.99,1.5,39.6,,,393.87,,91.24,,,543;955;1052;1297;1412;1760;1822;2655,3.9933333333333336,3.003205479452055,3.4630623078346723
5018,Dasyuromorphia,Dasyuridae,Antechinus,adustus,Antechinus adustus,,,,,,,,,,,,,,,,,,,,,,,,
5019,Dasyuromorphia,Dasyuridae,Antechinus,agilis,Antechinus agilis,22.13,,,,,,,,27.0,365.0,10.0,,,,,374.16,,89.99,10.0,,955,,10.0,10.000000000000002
5020,Dasyuromorphia,Dasyuridae,Antechinus,bellus,Antechinus bellus,38.73,,114.62,,,,,,30.0,365.0,10.08,1.0,27.6,,,396.83,10.0,95.0,,,524;955;1297;1760;1848;2655,10.08,10.08,10.079999999999998
5021,Dasyuromorphia,Dasyuridae,Antechinus,flavipes,Antechinus flavipes,44.33,,,,,45.1,46.5,,28.0,365.0,8.54,1.0,42.0,,,334.58,,89.74,,,543;796;955;1052;1297;1760;1822;1848;2484;2655,8.54,8.54,8.54
5022,Dasyuromorphia,Dasyuridae,Antechinus,godmani,Antechinus godmani,75.74,,,,,,,,,365.0,4.58,1.0,,,,374.16,,111.68,,,955;1297;1760;1848;2655,4.58,4.58,4.58
5023,Dasyuromorphia,Dasyuridae,Antechinus,leo,Antechinus leo,70.09,,,,,,,,30.99,365.0,8.19,1.0,24.0,,,396.83,,76.78,26.0,,955;1297;1760;1848;2655,8.19,8.19,8.19
5024,Dasyuromorphia,Dasyuridae,Antechinus,minimus,Antechinus minimus,52.56,,,,,,,,29.27,365.0,7.19,1.0,24.0,0.03,,361.77,,99.1,,,955;1297;1760;1762;1848;2655,7.19,7.19,7.19
5025,Dasyuromorphia,Dasyuridae,Antechinus,stuartii,Antechinus stuartii,29.01,,,,,34.81,28.1,,28.15,365.0,6.89,1.0,36.0,0.01,,329.99,,89.74,16.0,,543;730;796;797;955;966;1297;1412;1573;1577;1760;1762;1822;1848;1912;2483;2484;2574;2655;2997,6.89,6.89,6.89
5026,Dasyuromorphia,Dasyuridae,Antechinus,subtropicus,Antechinus subtropicus,,,,,,,,,,,,,,,,,,,,,,,,
5027,Dasyuromorphia,Dasyuridae,Antechinus,swainsonii,Antechinus swainsonii,58.69,,,,,,,,29.69,365.0,8.24,1.0,24.0,,,319.37,,105.66,8.83,,796;955;1297;1412;1760;1762;1848;2484;2574;2655,8.24,8.24,8.24
5028,Chiroptera,Hipposideridae,Anthops,ornatus,Anthops ornatus,,49.5,,,,,,,,,,,,,,,,,,,1658;2151,,,
5029,Artiodactyla,Bovidae,Antidorcas,marsupialis,Antidorcas marsupialis,33571.24,,1055.0,,,,,,169.49,365.0,1.0,,240.0,3841.48,,331.73,,57.45,,,543;730;869;917;1297;1525;1848;2629;2655;2693;2986,,1.0,1.0
5030,Artiodactyla,Antilocapridae,Antilocapra,americana,Antilocapra americana,47450.01,,1310.0,,365.0,8960.0,32000.0,,247.99,365.0,1.93,1.0,144.0,3454.7,,534.68,,87.54,9662.0,,511;519;543;730;764;1297;1404;1573;1763;1822;1848;2167;2655;2718;2986,1.93,1.93,1.93
5031,Artiodactyla,Bovidae,Antilope,cervicapra,Antilope cervicapra,36301.1,,1250.0,,669.16,,,,166.59,212.56,1.22,2.0,243.0,3386.14,,700.04,,59.5,,,511;543;730;899;1297;1525;1848;2374;2655,0.61,0.7104745205479451,0.6583232166149441
5032,Chiroptera,Vespertilionidae,Antrozous,pallidus,Antrozous pallidus,22.24,54.53,,6.25,,18.7,22.0,,59.01,,1.78,,109.2,3.09,,,,61.1,13.16,,209;224;543;544;657;747;1297;1384;1388;1658;1704;1784;1822;1948;2143;2144;2151;2215;2655;3023,,,
5033,Carnivora,Mustelidae,Aonyx,capensis,Aonyx capensis,19322.22,,815.2,27.11,,,,365.0,62.99,,2.62,,132.0,,,371.23,4.0,,,,543;1113;1297;2655;2986,,,
5034,Carnivora,Mustelidae,Aonyx,cinerea,Aonyx cinerea,3527.59,,516.47,40.0,,,,,63.31,182.5,1.47,,121.0,56.01,,,,79.54,,,679;1113;1297;2655,,0.735,0.735
5035,Primates,Aotidae,Aotus,azarae,Aotus azarae,929.57,,,,,,,,,365.0,1.0,,,,,,,229.69,,,139;730;1544;1547;2151;2344;2511;2655,,1.0,1.0
5036,Primates,Aotidae,Aotus,hershkovitzi,Aotus hershkovitzi,800.0,,,,,,,,,,,,,,,,,,,,2151;2655,,,
5037,Primates,Aotidae,Aotus,lemurinus,Aotus lemurinus,865.96,,305.0,,,,,,132.23,365.0,1.01,,216.0,97.47,,755.15,,74.57,,,139;730;1015;1544;1547;2151;2655;2986,,1.01,1.01
5038,Primates,Aotidae,Aotus,miconax,Aotus miconax,800.0,,,,,,,,,,,,,,,,,,,,2151;2655,,,
5039,Primates,Aotidae,Aotus,nancymaae,Aotus nancymaae,791.03,,,,,,,,,,1.02,,,,,,,,,,139;730;1544;1547;2151;2655;2986,,,
5040,Primates,Aotidae,Aotus,nigriceps,Aotus nigriceps,1057.0,,357.99,,,,,,,,,,,,,,,,,,139;730;1544;1547;1848;2151;2251;2655,,,
5041,Primates,Aotidae,Aotus,trivirgatus,Aotus trivirgatus,912.4,,357.99,,883.3,459.45,972.5,,133.47,271.0,1.06,,303.6,96.49,,736.6,,76.21,255.99,,139;208;543;730;1297;1547;1577;1611;1763;1767;1768;1822;1848;2151;2344;2464;2489;2493;2511;2520;2655;2660;2986;3088,,0.787013698630137,0.787013698630137
5042,Primates,Aotidae,Aotus,vociferans,Aotus vociferans,872.99,,,,,,,,,,1.02,,,,,,,,,,139;730;890;1544;1547;2151;2655,,,
5043,Rodentia,Aplodontiidae,Aplodontia,rufa,Aplodontia rufa,806.21,,306.95,,730.0,414.73,793.0,,30.0,,2.46,1.0,120.0,23.12,,827.69,,58.4,347.0,,543;550;1297;1573;1822;1823;1849;1893;2655,2.46,,2.46
5044,Rodentia,Muridae,Apodemus,agrarius,Apodemus agrarius,21.11,,,,,,,,19.89,19.5,5.64,3.5,48.0,1.8,,76.04,,,,,456;543;730;1297;1577;2655,1.6114285714285714,0.30131506849315065,0.6968125360323392
5045,Rodentia,Muridae,Apodemus,alpicola,Apodemus alpicola,,,,,,,,,,,,,,,,,,,,,,,,
5046,Rodentia,Muridae,Apodemus,argenteus,Apodemus argenteus,,,,,,,,,,,,,,,,,,,,,,,,
5047,Rodentia,Muridae,Apodemus,chevrieri,Apodemus chevrieri,,,,,,,,,,,,,,,,,,,,,,,,
5048,Rodentia,Muridae,Apodemus,draco,Apodemus draco,,,,,,,,,,,,,,,,,,,,,,,,
5049,Rodentia,Muridae,Apodemus,epimelas,Apodemus epimelas,,,,,,,,,,,,,,,,,,,,,,,,
5050,Rodentia,Muridae,Apodemus,flavicollis,Apodemus flavicollis,31.6,,103.12,,,152.28,40.5,,24.5,38.75,4.94,3.0,48.0,2.3,,43.27,,,,,274;456;543;730;1064;1297;1573;1577;1822;1998;2356;2620;2655;2678;2975;3127,1.6466666666666667,0.5244520547945205,0.9292995840389563
5051,Rodentia,Muridae,Apodemus,gurkha,Apodemus gurkha,,,,,,,,,,,,,,,,,,,,,,,,
5052,Rodentia,Muridae,Apodemus,hyrcanicus,Apodemus hyrcanicus,,,,,,,,,,,,,,,,,,,,,,,,
5053,Rodentia,Muridae,Apodemus,latronum,Apodemus latronum,,,,,,,,,,,,,,,,,,,,,,,,
5054,Rodentia,Muridae,Apodemus,mystacinus,Apodemus mystacinus,43.84,,,,,70.64,42.3,,23.0,,3.88,2.0,,3.0,,,,,,,1297;1822;2655,1.94,,1.94
5055,Rodentia,Muridae,Apodemus,pallipes,Apodemus pallipes,,,,,,,,,,,,,,,,,,,,,,,,
5056,Rodentia,Muridae,Apodemus,peninsulae,Apodemus peninsulae,,,,,,,,,,,4.41,,,2.0,,,,,,,1297,,,
5057,Rodentia,Muridae,Apodemus,ponticus,Apodemus ponticus,,,,,,,,,,,,,,,,,,,,,,,,
5058,Rodentia,Muridae,Apodemus,rusiges,Apodemus rusiges,,,,,,,,,,,,,,,,,,,,,,,,
5059,Rodentia,Muridae,Apodemus,semotus,Apodemus semotus,25.77,,91.25,,,,,,,,3.56,,,,,,,,,,456;1770;3121,,,
5060,Rodentia,Muridae,Apodemus,speciosus,Apodemus speciosus,43.75,,,,,,,,,,4.47,,,,,,,,,,456;1297,,,
5061,Rodentia,Muridae,Apodemus,sylvaticus,Apodemus sylvaticus,21.9,,87.51,,85.0,56.98,22.0,,23.68,41.28,5.16,3.75,52.8,1.5,,57.93,,19.36,,,37;38;239;274;370;421;456;476;543;730;908;944;1153;1297;1573;1577;1822;1849;1998;2372;2655;2662;2678;2805;2975,1.3760000000000001,0.583574794520548,0.8961020685503823
5062,Rodentia,Muridae,Apodemus,uralensis,Apodemus uralensis,18.26,,,,,,,,,,5.72,,,,,,,,,,1297;1577,,,
5063,Rodentia,Muridae,Apodemus,witherbyi,Apodemus witherbyi,20.66,,,,,50.5,20.7,,,,,,,,,,,,,,1822;2655,,,
5064,Rodentia,Muridae,Apomys,abrae,Apomys abrae,34.88,,109.5,,,,,,,,,,,,,,,,,,2152,,,
5065,Rodentia,Muridae,Apomys,datae,Apomys datae,34.88,,109.5,,,,,,,,,,,,,,,,,,2152,,,
5066,Rodentia,Muridae,Apomys,gracilirostris,Apomys gracilirostris,,,,,,,,,,,,,,,,,,,,,,,,
5067,Rodentia,Muridae,Apomys,hylocetes,Apomys hylocetes,34.88,,109.5,,,,,,,,,,,,,,,,,,2152,,,
5068,Rodentia,Muridae,Apomys,insignis,Apomys insignis,34.88,,109.5,,,,,,,,,,,,,,,,,,2152,,,
5069,Rodentia,Muridae,Apomys,littoralis,Apomys littoralis,30.95,,109.5,,,,,,,,,,,,,,,,,,1306;2152;2655,,,
5070,Rodentia,Muridae,Apomys,microdon,Apomys microdon,34.98,,109.5,,,,,,,,,,,,,,,,,,170;2152;2446;2655,,,
5071,Rodentia,Muridae,Apomys,musculus,Apomys musculus,21.2,,109.5,,,,,,,,,,,,,,,,,,170;2152;2446;2655,,,
5072,Rodentia,Muridae,Apomys,sacobianus,Apomys sacobianus,34.88,,109.5,,,,,,,,,,,,,,,,,,2152,,,
5073,Chiroptera,Pteropodidae,Aproteles,bulmerae,Aproteles bulmerae,623.91,166.24,245.47,,,,,,,,1.0,1.0,,,,,,,,,974;1015;2151;2655,1.0,,1.0
5074,Rodentia,Cricetidae,Arborimus,albipes,Arborimus albipes,23.0,,103.72,,,,,,,,2.73,,,,,,5.0,,,,1297;2655;2937,,,
5075,Rodentia,Cricetidae,Arborimus,longicaudus,Arborimus longicaudus,22.39,,103.72,19.9,,58.86,21.8,,28.11,,2.91,,,2.49,,,,30.49,21.0,,683;1108;1236;1294;1297;1391;1822;1949;2655,,,
5076,Rodentia,Cricetidae,Arborimus,pomo,Arborimus pomo,32.49,,99.06,20.8,,,,,32.33,,2.0,,,2.39,,,4.0,35.29,,,11;2655,,,
5077,Rodentia,Muridae,Archboldomys,luzonensis,Archboldomys luzonensis,35.34,,70.0,,,,,,,,,,,,,,,,,,170;1015;2152;2446;2655,,,
5078,Rodentia,Muridae,Archboldomys,musseri,Archboldomys musseri,,,,,,,,,,,,,,,,,,,,,,,,
5079,Carnivora,Viverridae,Arctictis,binturong,Arctictis binturong,12999.99,,785.15,3.0,,1877.64,13640.0,,92.24,317.6,2.5,,272.4,317.35,215.0,1034.61,,117.57,,,367;543;1113;1297;1822;2655,,2.175342465753425,2.175342465753425
5080,Primates,Lorisidae,Arctocebus,aureus,Arctocebus aureus,234.16,,,,,,,,,,,,,,,,,,,,1547;1848;2655,,,
5081,Primates,Lorisidae,Arctocebus,calabarensis,Arctocebus calabarensis,258.01,,239.99,,417.92,87.55,208.0,,133.74,144.47,1.01,,156.0,31.82,,298.91,,109.26,160.0,,208;223;543;730;732;1297;1544;1547;1822;1848;2151;2344;2493;2511;2655;2986,,0.399766301369863,0.399766301369863
5082,Carnivora,Otariidae,Arctocephalus,australis,Arctocephalus australis,67979.43,,1647.58,,,,,,246.38,365.0,1.0,,252.0,4449.71,,1729.33,,365.0,18583.3,,367;890;1297;1763;2151;2655,,1.0,1.0
5083,Carnivora,Otariidae,Arctocephalus,forsteri,Arctocephalus forsteri,101249.99,,1701.17,,,,,,242.47,365.0,1.0,,180.0,3700.0,,2668.42,,323.72,12251.21,,367;905;1297;1763;2151;2655,,1.0,1.0
5084,Carnivora,Otariidae,Arctocephalus,galapagoensis,Arctocephalus galapagoensis,39448.04,,1352.21,,,12433.8,45950.0,1095.0,215.94,730.0,1.0,,264.0,3499.99,,1683.65,,821.25,12927.84,,367;543;890;1297;1763;2151;2655;2986,,2.0,2.0
5085,Carnivora,Otariidae,Arctocephalus,gazella,Arctocephalus gazella,96599.99,,1568.56,,1277.5,,,,294.69,365.0,1.0,,276.0,5794.63,,1691.66,,116.28,13811.29,,367;543;890;1297;1763;2151;2655;2986,,1.0,1.0
5086,Carnivora,Otariidae,Arctocephalus,philippii,Arctocephalus philippii,94999.99,,1694.94,,,,,,,365.0,1.0,,,,,,,,,,367;890;2151;2655,,1.0,1.0
5087,Carnivora,Otariidae,Arctocephalus,pusillus,Arctocephalus pusillus,178500.0,,1899.33,,1095.0,,,,357.99,365.0,1.0,,252.0,5750.0,,1698.17,,356.3,21106.96,,367;543;1297;1763;2151;2655;2986,,1.0,1.0
5088,Carnivora,Otariidae,Arctocephalus,townsendi,Arctocephalus townsendi,101063.71,,1704.41,,,,,,,365.0,1.0,,288.0,,,,,328.13,,,367;2151;2655,,1.0,1.0
5089,Carnivora,Otariidae,Arctocephalus,tropicalis,Arctocephalus tropicalis,92222.55,,1620.16,,,,,,241.69,365.0,1.4,,276.0,4347.41,,1538.68,,304.16,14866.64,,367;890;1297;1763;2151;2655;2986,,1.4,1.4
5090,Carnivora,Viverridae,Arctogalidia,trivirgata,Arctogalidia trivirgata,2323.79,,526.9,11.02,,690.0,2400.0,,45.95,182.5,2.79,,190.0,,,841.82,,49.41,,,367;543;1113;1297;2655,,1.395,1.395
5091,Carnivora,Mustelidae,Arctonyx,collaris,Arctonyx collaris,8166.52,,690.22,,,,,,42.89,,3.0,,167.0,58.0,,,6.0,165.64,,,543;1113;1297;2655,,,
5092,Chiroptera,Phyllostomidae,Ardops,nichollsi,Ardops nichollsi,19.23,48.56,,,,,,,,,0.99,2.0,,2.52,36.29,,,,,,1297;1636;1637;1658;1920;2151;2655;2719;3023,0.495,,0.495
5093,Chiroptera,Vespertilionidae,Arielulus,aureocollaris,Arielulus aureocollaris,,,,,,,,,,,,,,,,,,,,,,,,
5094,Chiroptera,Vespertilionidae,Arielulus,circumdatus,Arielulus circumdatus,10.4,40.5,,,,,,,,,,,,,,,,,,,196;1658;2151;2655,,,
5095,Chiroptera,Vespertilionidae,Arielulus,cuprosus,Arielulus cuprosus,,35.49,,,,,,,,,,,,,,,,,,,1658;2151,,,
5096,Chiroptera,Vespertilionidae,Arielulus,societatis,Arielulus societatis,,38.49,,,,,,,,,,,,,,,,,,,1658;2151,,,
5097,Chiroptera,Vespertilionidae,Arielulus,torquatus,Arielulus torquatus,,,,,,,,,,,,,,,,,,,,,,,,
5098,Chiroptera,Phyllostomidae,Ariteus,flavescens,Ariteus flavescens,,40.5,,,,,,,,,,,,,,,,,,,1658;2151,,,
5099,Chiroptera,Phyllostomidae,Artibeus,amplus,Artibeus amplus,61.04,70.5,,,,,,,,,,,,,,,,,,,889;1658;2151;2622;2655,,,
5100,Chiroptera,Phyllostomidae,Artibeus,anderseni,Artibeus anderseni,,35.49,,,,,,,,,0.98,,,,,,,,,,889;1297;1658;2151;2622;2655,,,
5101,Chiroptera,Phyllostomidae,Artibeus,aztecus,Artibeus aztecus,20.81,44.36,,,,,,,,,0.99,2.0,,,,,,,,,748;889;1297;1316;1658;2151;2541;2655;2981,0.495,,0.495
5102,Chiroptera,Phyllostomidae,Artibeus,cinereus,Artibeus cinereus,12.7,38.99,,,,,,,,,0.99,,,,,,,,,,196;889;1297;1658;2151;2622;2655;2719,,,
5103,Chiroptera,Phyllostomidae,Artibeus,concolor,Artibeus concolor,19.65,47.34,,,,32.89,19.7,,,,,,,,,,,,,,9;196;889;1658;1822;1948;2151;2655;3037;3038,,,
5104,Chiroptera,Phyllostomidae,Artibeus,fimbriatus,Artibeus fimbriatus,63.89,,,,,77.95,63.9,,,,,,,,,,,,,,706;889;2151;2655,,,
5105,Chiroptera,Phyllostomidae,Artibeus,fraterculus,Artibeus fraterculus,,56.0,,,,,,,,,0.98,,,,,,,,,,889;1297;1658;2151,,,
5106,Chiroptera,Phyllostomidae,Artibeus,glaucus,Artibeus glaucus,12.31,,,,,,,,,,,,,,,,,,,,196;748;889;2151;2655,,,
5107,Chiroptera,Phyllostomidae,Artibeus,gnomus,Artibeus gnomus,10.06,,,,,,,,,,,,,,,,,,,,2622,,,
5108,Chiroptera,Phyllostomidae,Artibeus,hirsutus,Artibeus hirsutus,40.42,55.88,,,,,,,,,0.98,,,,,,,,,,889;1297;1658;2151;2622;2655;2983,,,
5109,Chiroptera,Phyllostomidae,Artibeus,incomitatus,Artibeus incomitatus,,,,,,,,,,,,,,,,,,,,,,,,
5110,Chiroptera,Phyllostomidae,Artibeus,inopinatus,Artibeus inopinatus,,50.49,,,,,,,,,,,,,,,,,,,889;1658;2151,,,
5111,Chiroptera,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,43.63,60.34,78.3,,,56.5,45.2,,138.7,,1.0,2.0,120.0,10.57,40.72,333.22,,,,,108;196;359;543;889;892;980;1297;1309;1325;1507;1508;1536;1658;1702;1705;1784;1822;1948;2143;2151;2295;2315;2622;2655;2719;2751;3023;3035;30373038;3041;3045,0.5,,0.5
5112,Chiroptera,Phyllostomidae,Artibeus,lituratus,Artibeus lituratus,59.3,70.33,95.35,,,84.82,70.1,,106.45,220.0,1.0,2.0,,8.9,58.0,,,,33.79,,108;196;889;1297;1325;1334;1658;1705;1784;1822;1948;2143;2151;2295;2383;2622;2655;2708;2719;2751;2794;2795;2797;3035;3037;3038,0.5,0.6027397260273972,0.5489716413565446
5113,Chiroptera,Phyllostomidae,Artibeus,obscurus,Artibeus obscurus,35.91,,,,,,,,,,0.98,,,,,,,,,,889;1297;2151;2622;2655,,,
5114,Chiroptera,Phyllostomidae,Artibeus,phaeotis,Artibeus phaeotis,11.69,38.55,55.5,,,,,,,,0.99,2.0,,2.52,37.54,,,,7.59,,108;196;748;889;1297;1325;1658;2143;2151;2622;2655;2751;2851;3023,0.495,,0.495
5115,Chiroptera,Phyllostomidae,Artibeus,toltecus,Artibeus toltecus,15.47,39.5,,,,,,,,,0.99,2.0,,,,,,,,,196;748;805;889;1297;1658;2151;2622;2655;2719;2981;2982,0.495,,0.495
5116,Chiroptera,Phyllostomidae,Artibeus,watsoni,Artibeus watsoni,11.2,,,,,,,,,,1.0,,,,,,,,,,748,,,
5117,Rodentia,Muridae,Arvicanthis,abyssinicus,Arvicanthis abyssinicus,73.34,,,,,,,,,,,,,,,,,,,,730;2655,,,
5118,Rodentia,Muridae,Arvicanthis,ansorgei,Arvicanthis ansorgei,,,,,,,,,,,,,,,,,,,,,,,,
5119,Rodentia,Muridae,Arvicanthis,blicki,Arvicanthis blicki,128.0,,,,,,,,,,,,,,,,,,,,2655,,,
5120,Rodentia,Muridae,Arvicanthis,nairobae,Arvicanthis nairobae,,,,,,,,,,,,,,,,,,,,,,,,
5121,Rodentia,Muridae,Arvicanthis,neumanni,Arvicanthis neumanni,,,,,,,,,,,,,,,,,,,,,,,,
5122,Rodentia,Muridae,Arvicanthis,niloticus,Arvicanthis niloticus,95.8,,,,60.0,,,,21.99,26.5,4.86,3.5,,4.25,,51.89,,21.0,22.36,,381;730;774;1297;2112;2655;2815,1.3885714285714286,0.3528493150684932,0.6999689118061657
5123,Rodentia,Muridae,Arvicanthis,rufinus,Arvicanthis rufinus,,,,,,,,,,,,,,,,,,,,,,,,
5124,Rodentia,Cricetidae,Arvicola,amphibius,Arvicola amphibius,120.0,,193.57,,365.0,113.1,97.5,,21.24,22.0,4.76,3.5,60.0,5.29,,48.43,,14.0,,,222;543;730;1020;1297;1577;1822;1849;1949;2655;2678;2732;2733,1.3599999999999999,0.2869041095890411,0.6246515741123974
5125,Rodentia,Cricetidae,Arvicola,sapidus,Arvicola sapidus,219.99,,,,,,,,,,3.21,,42.0,,,,,,,,543;1297;2655,,,
5126,Rodentia,Cricetidae,Arvicola,scherman,Arvicola scherman,,,,,,,,,,,,,,,,,,,,,,,,
5127,Chiroptera,Hipposideridae,Asellia,patrizii,Asellia patrizii,,38.49,,,,,,,,,,,,,,,,,,,1658;2151,,,
5128,Chiroptera,Hipposideridae,Asellia,tridens,Asellia tridens,12.94,51.33,56.0,,,,,,66.1,,,,,,,,,,,,83;196;679;1297;1524;1658;1860;2151;2622;2655;2719;3110,,,
5129,Chiroptera,Hipposideridae,Aselliscus,stoliczkanus,Aselliscus stoliczkanus,6.09,41.49,,,,,,,,,,,,,,,,,,,196;679;1658;2151;2622;2655,,,
5130,Chiroptera,Hipposideridae,Aselliscus,tricuspidatus,Aselliscus tricuspidatus,4.08,40.5,,,,,,,,,0.99,,,,,,,,,,196;679;1297;1658;2151;2622;2655,,,
5131,Erinaceomorpha,Erinaceidae,Atelerix,albiventris,Atelerix albiventris,293.44,,159.29,,,146.7,450.0,,35.99,,3.98,1.0,,8.0,,116.45,,59.27,,,678;1184;1297;1456;1822;1946;2408;2655;2786,3.98,,3.98
5132,Primates,Tarsiidae,Tarsius,tarsier,Tarsius tarsier,168.04,,120.21,,518.3,149.0,173.0,,181.69,262.4,1.0,,144.0,23.99,,596.29,,67.61,,,208;223;543;704;1202;1203;1204;1205;1297;1544;1547;1848;2137;2139;2151;2344;2489;2493;2655;2660;2986,,0.718904109589041,0.718904109589041
5133,Rodentia,Muridae,Tarsomys,apoensis,Tarsomys apoensis,,,156.99,,,,,,,,,,,,,,,,,,2152,,,
5134,Rodentia,Muridae,Tarsomys,echinatus,Tarsomys echinatus,,,,,,,,,,,,,,,,,,,,,,,,
5135,Cetacea,Ziphiidae,Tasmacetus,shepherdi,Tasmacetus shepherdi,2500000.0,,,,,,,,,,,,,,,,,,,,890;2151;2655,,,
5136,Rodentia,Muridae,Tateomys,macrocercus,Tateomys macrocercus,,,,,,,,,,,,,,,,,,,,,,,,
5137,Rodentia,Muridae,Tateomys,rhinogradoides,Tateomys rhinogradoides,,,,,,,,,,,,,,,,,,,82.79,,1297,,,
5138,Rodentia,Muridae,Tatera,indica,Tatera indica,138.28,,,20.0,,92.48,86.9,,25.25,47.61,4.99,3.75,84.0,3.0,,84.35,,29.77,,,383;543;679;1297;1472;1577;1822;1849;2278;2322;2328;2329;2330;2655;2978,1.3306666666666667,0.650887397260274,0.930652547026908
5139,Rodentia,Muridae,Taterillus,arenarius,Taterillus arenarius,47.0,,,,,,,,,,,,,,,,,,,,2655,,,
5140,Rodentia,Muridae,Taterillus,congicus,Taterillus congicus,,,,,,,,,,,,,,,,,,,,,,,,
5141,Rodentia,Muridae,Taterillus,emini,Taterillus emini,52.0,,,,,,,,,,3.76,,,,,,,,,,1297;2655,,,
5142,Rodentia,Muridae,Taterillus,gracilis,Taterillus gracilis,49.9,,,,,,,,28.11,,4.0,,,,,84.71,,,,,730;1297;1400;2655,,,
5143,Rodentia,Muridae,Taterillus,harringtoni,Taterillus harringtoni,,,,,,,,,,,,,,,,,,,,,,,,
5144,Rodentia,Muridae,Taterillus,lacustris,Taterillus lacustris,,,,,,,,,,,,,,,,,,,,,,,,
5145,Rodentia,Muridae,Taterillus,petteri,Taterillus petteri,,,,,,,,,,,,,,,,,,,,,,,,
5146,Rodentia,Muridae,Taterillus,pygargus,Taterillus pygargus,60.19,,,,,,,,26.34,,4.47,,,,,80.19,,20.92,,,730;1297;1400;2318;2319;2655,,,
5147,Rodentia,Muridae,Taterillus,tranieri,Taterillus tranieri,,,,,,,,,,,,,,,,,,,,,,,,
